"ID","Day","Hour","IDH","ISH"
"6716","7","19","0","0"
"6717","7","20","0","0"
"6718","7","21","0","0"
"6719","7","22","0","0"
"6720","7","23","0","0"
"6721","8","0","0","0"
"6722","8","1","0","0"
"6723","8","2","0","0"
"6724","8","3","0","0"
"6725","8","4","0","0"
"6726","8","5","0","0"
"6727","8","6","0","65.1"
"6728","8","7","26.3","141.2"
"6729","8","8","47.5","194.4"
"6730","8","9","86.1","229.1"
"6731","8","10","89.1","247"
"6732","8","11","96.8","244"
"6733","8","12","42.9","222.2"
"6734","8","13","28.4","181"
"6735","8","14","4.8","106.8"
"6736","8","15","0","51.2"
"6737","8","16","0","0"
"6738","8","17","0","0"
"6739","8","18","0","0"
"6740","8","19","0","0"
"6741","8","20","0","0"
"6742","8","21","0","0"
"6743","8","22","0","0"
"6744","8","23","0","0"
"6745","9","0","0","0"
"6746","9","1","0","0"
"6747","9","2","0","0"
"6748","9","3","0","0"
"6749","9","4","0","0"
"6750","9","5","0","0"
"6751","9","6","0","16.3"
"6752","9","7","0.4","42.6"
"6753","9","8","0.7","66.7"
"6754","9","9","1.1","87.3"
"6755","9","10","1.3","101"
"6756","9","11","17.5","217.4"
"6757","9","12","14.1","195.3"
"6758","9","13","9.2","155.9"
"6759","9","14","0.6","48.3"
"6760","9","15","0","22.1"
"6761","9","16","0","0"
"6762","9","17","0","0"
"6763","9","18","0","0"
"6764","9","19","0","0"
"6765","9","20","0","0"
"6766","9","21","0","0"
"6767","9","22","0","0"
"6768","9","23","0","0"
"6769","10","0","0","0"
"6770","10","1","0","0"
"6771","10","2","0","0"
"6772","10","3","0","0"
"6773","10","4","0","0"
"6774","10","5","0","0"
"6775","10","6","0","60.5"
"6776","10","7","23.4","135.9"
"6777","10","8","32.5","186.2"
"6778","10","9","32.3","217.8"
"6779","10","10","47.3","240"
"6780","10","11","17.4","215.2"
"6781","10","12","14","193.1"
"6782","10","13","9.1","153.7"
"6783","10","14","14.7","120.2"
"6784","10","15","0","59.3"
"6785","10","16","0","0"
"6786","10","17","0","0"
"6787","10","18","0","0"
"6788","10","19","0","0"
"6789","10","20","0","0"
"6790","10","21","0","0"
"6791","10","22","0","0"
"6792","10","23","0","0"
"6793","11","0","0","0"
"6794","11","1","0","0"
"6795","11","2","0","0"
"6796","11","3","0","0"
"6797","11","4","0","0"
"6798","11","5","0","0"
"6799","11","6","0","14"
"6800","11","7","0.4","40.3"
"6801","11","8","0.7","65.6"
"6802","11","9","1","85"
"6803","11","10","1.3","98.7"
"6804","11","11","1.3","99.9"
"6805","11","12","1.1","88.4"
"6806","11","13","0.9","70.1"
"6807","11","14","0.5","46"
"6808","11","15","0","19.8"
"6809","11","16","0","0"
"6810","11","17","0","0"
"6811","11","18","0","0"
"6812","11","19","0","0"
"6813","11","20","0","0"
"6814","11","21","0","0"
"6815","11","22","0","0"
"6816","11","23","0","0"
"6817","12","0","0","0"
"6818","12","1","0","0"
"6819","12","2","0","0"
"6820","12","3","0","0"
"6821","12","4","0","0"
"6822","12","5","0","0"
"6823","12","6","0","46.5"
"6824","12","7","14.6","126.1"
"6825","12","8","31.4","181.4"
"6826","12","9","59.6","220.7"
"6827","12","10","86.4","236.9"
"6828","12","11","51.6","234.5"
"6829","12","12","41.5","212"
"6830","12","13","52.1","175.9"
"6831","12","14","27.7","121.2"
"6832","12","15","0","66.3"
"6833","12","16","0","0"
"6834","12","17","0","0"
"6835","12","18","0","0"
"6836","12","19","0","0"
"6837","12","20","0","0"
"6838","12","21","0","0"
"6839","12","22","0","0"
"6840","12","23","0","0"
"6841","13","0","0","0"
"6842","13","1","0","0"
"6843","13","2","0","0"
"6844","13","3","0","0"
"6845","13","4","0","0"
"6846","13","5","0","0"
"6847","13","6","0","46.5"
"6848","13","7","14.4","124"
"6849","13","8","30.5","178.9"
"6850","13","9","31.2","210.7"
"6851","13","10","46.4","232.8"
"6852","13","11","50.8","231.9"
"6853","13","12","41.6","209.6"
"6854","13","13","27","168.4"
"6855","13","14","26.9","118.5"
"6856","13","15","0","58.2"
"6857","13","16","0","0"
"6858","13","17","0","0"
"6859","13","18","0","0"
"6860","13","19","0","0"
"6861","13","20","0","0"
"6862","13","21","0","0"
"6863","13","22","0","0"
"6864","13","23","0","0"
"6865","14","0","0","0"
"6866","14","1","0","0"
"6867","14","2","0","0"
"6868","14","3","0","0"
"6869","14","4","0","0"
"6870","14","5","0","0"
"6871","14","6","0","11.6"
"6872","14","7","0.3","38"
"6873","14","8","0.7","62.1"
"6874","14","9","1","82.7"
"6875","14","10","1.2","95.3"
"6876","14","11","16.8","206.5"
"6877","14","12","13.9","185"
"6878","14","13","8.7","144.9"
"6879","14","14","4.4","94.4"
"6880","14","15","0","38.4"
"6881","14","16","0","0"
"6882","14","17","0","0"
"6883","14","18","0","0"
"6884","14","19","0","0"
"6885","14","20","0","0"
"6886","14","21","0","0"
"6887","14","22","0","0"
"6888","14","23","0","0"
"6889","15","0","0","0"
"6890","15","1","0","0"
"6891","15","2","0","0"
"6892","15","3","0","0"
"6893","15","4","0","0"
"6894","15","5","0","0"
"6895","15","6","0","29.1"
"6896","15","7","4.3","101.5"
"6897","15","8","4.8","136"
"6898","15","9","9.8","178.6"
"6899","15","10","15.2","203.4"
"6900","15","11","50.9","227"
"6901","15","12","40.9","204.5"
"6902","15","13","26.3","163.3"
"6903","15","14","0","121"
"6904","15","15","0","45.4"
"6905","15","16","0","0"
"6906","15","17","0","0"
"6907","15","18","0","0"
"6908","15","19","0","0"
"6909","15","20","0","0"
"6910","15","21","0","0"
"6911","15","22","0","0"
"6912","15","23","0","0"
"6913","16","0","0","0"
"6914","16","1","0","0"
"6915","16","2","0","0"
"6916","16","3","0","0"
"6917","16","4","0","0"
"6918","16","5","0","0"
"6919","16","6","0","20.9"
"6920","16","7","1.7","80.9"
"6921","16","8","4.8","134.7"
"6922","16","9","9.7","176.4"
"6923","16","10","15.1","201.2"
"6924","16","11","17","202.8"
"6925","16","12","13.7","180.6"
"6926","16","13","8.8","141.3"
"6927","16","14","0","94.2"
"6928","16","15","0","33.7"
"6929","16","16","0","0"
"6930","16","17","0","0"
"6931","16","18","0","0"
"6932","16","19","0","0"
"6933","16","20","0","0"
"6934","16","21","0","0"
"6935","16","22","0","0"
"6936","16","23","0","0"
"6937","17","0","0","0"
"6938","17","1","0","0"
"6939","17","2","0","0"
"6940","17","3","0","0"
"6941","17","4","0","0"
"6942","17","5","0","0"
"6943","17","6","0","19.8"
"6944","17","7","1.6","78.6"
"6945","17","8","0.6","59.8"
"6946","17","9","1","80.4"
"6947","17","10","1.2","93"
"6948","17","11","16.9","200.6"
"6949","17","12","13.5","178.4"
"6950","17","13","8.6","139.1"
"6951","17","14","0","93"
"6952","17","15","0","32.6"
"6953","17","16","0","0"
"6954","17","17","0","0"
"6955","17","18","0","0"
"6956","17","19","0","0"
"6957","17","20","0","0"
"6958","17","21","0","0"
"6959","17","22","0","0"
"6960","17","23","0","0"
"6961","18","0","0","0"
"6962","18","1","0","0"
"6963","18","2","0","0"
"6964","18","3","0","0"
"6965","18","4","0","0"
"6966","18","5","0","0"
"6967","18","6","0","17.4"
"6968","18","7","1.6","76.4"
"6969","18","8","4.6","130.4"
"6970","18","9","9.7","172.9"
"6971","18","10","14.8","196.9"
"6972","18","11","16.8","198.4"
"6973","18","12","13.4","176.2"
"6974","18","13","8.5","136.9"
"6975","18","14","0","90.7"
"6976","18","15","0","30.2"
"6977","18","16","0","0"
"6978","18","17","0","0"
"6979","18","18","0","0"
"6980","18","19","0","0"
"6981","18","20","0","0"
"6982","18","21","0","0"
"6983","18","22","0","0"
"6984","18","23","0","0"
"6985","19","0","0","0"
"6986","19","1","0","0"
"6987","19","2","0","0"
"6988","19","3","0","0"
"6989","19","4","0","0"
"6990","19","5","0","0"
"6991","19","6","0","15.1"
"6992","19","7","1.6","75.2"
"6993","19","8","13.5","152.8"
"6994","19","9","29.1","196.5"
"6995","19","10","44.6","218.2"
"6996","19","11","50.3","217.1"
"6997","19","12","40.3","194.7"
"6998","19","13","25.6","153.5"
"6999","19","14","0","88.4"
"7000","19","15","0","27.9"
"7001","19","16","0","0"
"7002","19","17","0","0"
"7003","19","18","0","0"
"7004","19","19","0","0"
"7005","19","20","0","0"
"7006","19","21","0","0"
"7007","19","22","0","0"
"7008","19","23","0","0"
"7009","20","0","0","0"
"7010","20","1","0","0"
"7011","20","2","0","0"
"7012","20","3","0","0"
"7013","20","4","0","0"
"7014","20","5","0","0"
"7015","20","6","0","12.8"
"7016","20","7","0","74.4"
"7017","20","8","4.3","126"
"7018","20","9","9.3","168.6"
"7019","20","10","14.9","193.3"
"7020","20","11","17","194.7"
"7021","20","12","13.6","172.5"
"7022","20","13","8.6","133.3"
"7023","20","14","0","86.1"
"7024","20","15","0","25.6"
"7025","20","16","0","0"
"7026","20","17","0","0"
"7027","20","18","0","0"
"7028","20","19","0","0"
"7029","20","20","0","0"
"7030","20","21","0","0"
"7031","20","22","0","0"
"7032","20","23","0","0"
"7033","21","0","0","0"
"7034","21","1","0","0"
"7035","21","2","0","0"
"7036","21","3","0","0"
"7037","21","4","0","0"
"7038","21","5","0","0"
"7039","21","6","0","26.7"
"7040","21","7","0","174.4"
"7041","21","8","103","151.7"
"7042","21","9","192.3","155.5"
"7043","21","10","266.4","140.7"
"7044","21","11","286.2","127.8"
"7045","21","12","241.4","122.6"
"7046","21","13","164.9","110.7"
"7047","21","14","0","203.5"
"7048","21","15","0","57"
"7049","21","16","0","0"
"7050","21","17","0","0"
"7051","21","18","0","0"
"7052","21","19","0","0"
"7053","21","20","0","0"
"7054","21","21","0","0"
"7055","21","22","0","0"
"7056","21","23","0","0"
"7057","22","0","0","0"
"7058","22","1","0","0"
"7059","22","2","0","0"
"7060","22","3","0","0"
"7061","22","4","0","0"
"7062","22","5","0","0"
"7063","22","6","0","12.8"
"7064","22","7","0","101.2"
"7065","22","8","12.5","145.6"
"7066","22","9","28","189.4"
"7067","22","10","44.6","211.2"
"7068","22","11","16.7","190.3"
"7069","22","12","13.3","168.1"
"7070","22","13","8.3","128.9"
"7071","22","14","0","36.1"
"7072","22","15","0","9.3"
"7073","22","16","0","0"
"7074","22","17","0","0"
"7075","22","18","0","0"
"7076","22","19","0","0"
"7077","22","20","0","0"
"7078","22","21","0","0"
"7079","22","22","0","0"
"7080","22","23","0","0"
"7081","23","0","0","0"
"7082","23","1","0","0"
"7083","23","2","0","0"
"7084","23","3","0","0"
"7085","23","4","0","0"
"7086","23","5","0","0"
"7087","23","6","0","7"
"7088","23","7","0","68.6"
"7089","23","8","12.3","143.5"
"7090","23","9","27.9","187.2"
"7091","23","10","44.6","208.9"
"7092","23","11","91.2","204.2"
"7093","23","12","75","184.3"
"7094","23","13","25.5","144.3"
"7095","23","14","0","100"
"7096","23","15","0","19.8"
"7097","23","16","0","0"
"7098","23","17","0","0"
"7099","23","18","0","0"
"7100","23","19","0","0"
"7101","23","20","0","0"
"7102","23","21","0","0"
"7103","23","22","0","0"
"7104","23","23","0","0"
"7105","24","0","0","0"
"7106","24","1","0","0"
"7107","24","2","0","0"
"7108","24","3","0","0"
"7109","24","4","0","0"
"7110","24","5","0","0"
"7111","24","6","0","2.3"
"7112","24","7","0","29.1"
"7113","24","8","0.6","52.9"
"7114","24","9","0.9","73.5"
"7115","24","10","1.2","87.2"
"7116","24","11","1.2","88.4"
"7117","24","12","1","76.9"
"7118","24","13","0.7","57.4"
"7119","24","14","0","77.9"
"7120","24","15","0","17.4"
"7121","24","16","0","0"
"7122","24","17","0","0"
"7123","24","18","0","0"
"7124","24","19","0","0"
"7125","24","20","0","0"
"7126","24","21","0","0"
"7127","24","22","0","0"
"7128","24","23","0","0"
"7129","25","0","0","0"
"7130","25","1","0","0"
"7131","25","2","0","0"
"7132","25","3","0","0"
"7133","25","4","0","0"
"7134","25","5","0","0"
"7135","25","6","0","3.5"
"7136","25","7","0","64"
"7137","25","8","12","139.2"
"7138","25","9","27.7","182.8"
"7139","25","10","43.7","204"
"7140","25","11","90.6","199"
"7141","25","12","74.4","179.1"
"7142","25","13","47.6","141.9"
"7143","25","14","0","95.4"
"7144","25","15","0","19.8"
"7145","25","16","0","0"
"7146","25","17","0","0"
"7147","25","18","0","0"
"7148","25","19","0","0"
"7149","25","20","0","0"
"7150","25","21","0","0"
"7151","25","22","0","0"
"7152","25","23","0","0"
"7153","26","0","0","0"
"7154","26","1","0","0"
"7155","26","2","0","0"
"7156","26","3","0","0"
"7157","26","4","0","0"
"7158","26","5","0","0"
"7159","26","6","0","2.3"
"7160","26","7","0","104.7"
"7161","26","8","58.5","150.8"
"7162","26","9","120.4","171.6"
"7163","26","10","178","167.4"
"7164","26","11","192.5","157.5"
"7165","26","12","159.9","146"
"7166","26","13","105.5","122.4"
"7167","26","14","0","147.7"
"7168","26","15","0","27.9"
"7169","26","16","0","0"
"7170","26","17","0","0"
"7171","26","18","0","0"
"7172","26","19","0","0"
"7173","26","20","0","0"
"7174","26","21","0","0"
"7175","26","22","0","0"
"7176","26","23","0","0"
"7177","27","0","0","0"
"7178","27","1","0","0"
"7179","27","2","0","0"
"7180","27","3","0","0"
"7181","27","4","0","0"
"7182","27","5","0","0"
"7183","27","6","0","0"
"7184","27","7","0","60.5"
"7185","27","8","3.9","113.6"
"7186","27","9","8.8","155.1"
"7187","27","10","14.7","179.6"
"7188","27","11","16.9","180.8"
"7189","27","12","13.4","158.7"
"7190","27","13","8.3","119.6"
"7191","27","14","0","90.7"
"7192","27","15","0","15.1"
"7193","27","16","0","0"
"7194","27","17","0","0"
"7195","27","18","0","0"
"7196","27","19","0","0"
"7197","27","20","0","0"
"7198","27","21","0","0"
"7199","27","22","0","0"
"7200","27","23","0","0"
"7201","28","0","0","0"
"7202","28","1","0","0"
"7203","28","2","0","0"
"7204","28","3","0","0"
"7205","28","4","0","0"
"7206","28","5","0","0"
"7207","28","6","0","0"
"7208","28","7","0","58.2"
"7209","28","8","0.5","49.5"
"7210","28","9","0.8","70.1"
"7211","28","10","1.1","83.8"
"7212","28","11","16.8","178.6"
"7213","28","12","13.3","156.5"
"7214","28","13","8.1","117.5"
"7215","28","14","0","70.9"
"7216","28","15","0","10.5"
"7217","28","16","0","0"
"7218","28","17","0","0"
"7219","28","18","0","0"
"7220","28","19","0","0"
"7221","28","20","0","0"
"7222","28","21","0","0"
"7223","28","22","0","0"
"7224","28","23","0","0"
"7225","29","0","0","0"
"7226","29","1","0","0"
"7227","29","2","0","0"
"7228","29","3","0","0"
"7229","29","4","0","0"
"7230","29","5","0","0"
"7231","29","6","0","0"
"7232","29","7","0","88.4"
"7233","29","8","22.1","140.7"
"7234","29","9","27.2","174"
"7235","29","10","43.6","194.8"
"7236","29","11","50","193"
"7237","29","12","39.6","170.9"
"7238","29","13","24.3","130.4"
"7239","29","14","0","86.1"
"7240","29","15","0","10.5"
"7241","29","16","0","0"
"7242","29","17","0","0"
"7243","29","18","0","0"
"7244","29","19","0","0"
"7245","29","20","0","0"
"7246","29","21","0","0"
"7247","29","22","0","0"
"7248","29","23","0","0"
"7249","30","0","0","0"
"7250","30","1","0","0"
"7251","30","2","0","0"
"7252","30","3","0","0"
"7253","30","4","0","0"
"7254","30","5","0","0"
"7255","30","6","0","0"
"7256","30","7","0","91.9"
"7257","30","8","30.5","141.6"
"7258","30","9","70","175.4"
"7259","30","10","110.1","183"
"7260","30","11","161","160"
"7261","30","12","131","146.9"
"7262","30","13","63.3","126.3"
"7263","30","14","0","103.5"
"7264","30","15","0","9.3"
"7265","30","16","0","0"
"7266","30","17","0","0"
"7267","30","18","0","0"
"7268","30","19","0","0"
"7269","30","20","0","0"
"7270","30","21","0","0"
"7271","30","22","0","0"
"7272","30","23","0","0"
"7273","31","0","0","0"
"7274","31","1","0","0"
"7275","31","2","0","0"
"7276","31","3","0","0"
"7277","31","4","0","0"
"7278","31","5","0","0"
"7279","31","6","0","0"
"7280","31","7","0","76.8"
"7281","31","8","42.3","140.3"
"7282","31","9","116.4","159.2"
"7283","31","10","175.1","154"
"7284","31","11","190","143.8"
"7285","31","12","157","132.6"
"7286","31","13","62","124.1"
"7287","31","14","0","94.2"
"7288","31","15","0","4.7"
"7289","31","16","0","0"
"7290","31","17","0","0"
"7291","31","18","0","0"
"7292","31","19","0","0"
"7293","31","20","0","0"
"7294","31","21","0","0"
"7295","31","22","0","0"
"7296","31","23","0","0"
"7297","1","0","0","0"
"7298","1","1","0","0"
"7299","1","2","0","0"
"7300","1","3","0","0"
"7301","1","4","0","0"
"7302","1","5","0","0"
"7303","1","6","0","0"
"7304","1","7","0","52.3"
"7305","1","8","0.5","47.2"
"7306","1","9","0.8","67.8"
"7307","1","10","1.1","80.3"
"7308","1","11","1.2","82.6"
"7309","1","12","1","71.1"
"7310","1","13","0.7","51.7"
"7311","1","14","0","64"
"7312","1","15","0","3.5"
"7313","1","16","0","0"
"7314","1","17","0","0"
"7315","1","18","0","0"
"7316","1","19","0","0"
"7317","1","20","0","0"
"7318","1","21","0","0"
"7319","1","22","0","0"
"7320","1","23","0","0"
"7321","2","0","0","0"
"7322","2","1","0","0"
"7323","2","2","0","0"
"7324","2","3","0","0"
"7325","2","4","0","0"
"7326","2","5","0","0"
"7327","2","6","0","0"
"7328","2","7","0","64"
"7329","2","8","10.8","122.9"
"7330","2","9","27.2","165.9"
"7331","2","10","45.2","186.3"
"7332","2","11","50.8","184.1"
"7333","2","12","41.1","162.4"
"7334","2","13","25.2","122.5"
"7335","2","14","0","62.8"
"7336","2","15","0","2.3"
"7337","2","16","0","0"
"7338","2","17","0","0"
"7339","2","18","0","0"
"7340","2","19","0","0"
"7341","2","20","0","0"
"7342","2","21","0","0"
"7343","2","22","0","0"
"7344","2","23","0","0"
"7345","3","0","0","0"
"7346","3","1","0","0"
"7347","3","2","0","0"
"7348","3","3","0","0"
"7349","3","4","0","0"
"7350","3","5","0","0"
"7351","3","6","0","0"
"7352","3","7","0","96.5"
"7353","3","8","169.6","85.1"
"7354","3","9","300.6","68.1"
"7355","3","10","369","72.9"
"7356","3","11","374.8","74.1"
"7357","3","12","324.3","64.1"
"7358","3","13","230.1","50.2"
"7359","3","14","0","147.7"
"7360","3","15","0","1.2"
"7361","3","16","0","0"
"7362","3","17","0","0"
"7363","3","18","0","0"
"7364","3","19","0","0"
"7365","3","20","0","0"
"7366","3","21","0","0"
"7367","3","22","0","0"
"7368","3","23","0","0"
"7369","4","0","0","0"
"7370","4","1","0","0"
"7371","4","2","0","0"
"7372","4","3","0","0"
"7373","4","4","0","0"
"7374","4","5","0","0"
"7375","4","6","0","0"
"7376","4","7","0","73.3"
"7377","4","8","29.8","130.7"
"7378","4","9","96.3","156"
"7379","4","10","110.3","170"
"7380","4","11","92.4","172.8"
"7381","4","12","40.9","157.9"
"7382","4","13","24.8","118.2"
"7383","4","14","0","74.4"
"7384","4","15","0","0"
"7385","4","16","0","0"
"7386","4","17","0","0"
"7387","4","18","0","0"
"7388","4","19","0","0"
"7389","4","20","0","0"
"7390","4","21","0","0"
"7391","4","22","0","0"
"7392","4","23","0","0"
"7393","5","0","0","0"
"7394","5","1","0","0"
"7395","5","2","0","0"
"7396","5","3","0","0"
"7397","5","4","0","0"
"7398","5","5","0","0"
"7399","5","6","0","0"
"7400","5","7","0","57"
"7401","5","8","10.6","117.3"
"7402","5","9","8.8","140.1"
"7403","5","10","15.2","163.9"
"7404","5","11","1.1","79.1"
"7405","5","12","0.9","67.7"
"7406","5","13","0","50"
"7407","5","14","0","25.6"
"7408","5","15","0","0"
"7409","5","16","0","0"
"7410","5","17","0","0"
"7411","5","18","0","0"
"7412","5","19","0","0"
"7413","5","20","0","0"
"7414","5","21","0","0"
"7415","5","22","0","0"
"7416","5","23","0","0"
"7417","6","0","0","0"
"7418","6","1","0","0"
"7419","6","2","0","0"
"7420","6","3","0","0"
"7421","6","4","0","0"
"7422","6","5","0","0"
"7423","6","6","0","0"
"7424","6","7","0","44.2"
"7425","6","8","3.4","96.6"
"7426","6","9","8.9","138.8"
"7427","6","10","44.8","177.3"
"7428","6","11","92.8","167.7"
"7429","6","12","99.6","141.1"
"7430","6","13","0","172.1"
"7431","6","14","0","80.2"
"7432","6","15","0","0"
"7433","6","16","0","0"
"7434","6","17","0","0"
"7435","6","18","0","0"
"7436","6","19","0","0"
"7437","6","20","0","0"
"7438","6","21","0","0"
"7439","6","22","0","0"
"7440","6","23","0","0"
"7441","7","0","0","0"
"7442","7","1","0","0"
"7443","7","2","0","0"
"7444","7","3","0","0"
"7445","7","4","0","0"
"7446","7","5","0","0"
"7447","7","6","0","0"
"7448","7","7","0","18.6"
"7449","7","8","3.4","95.5"
"7450","7","9","9.1","137.4"
"7451","7","10","15.2","160.4"
"7452","7","11","51.6","172.9"
"7453","7","12","41.5","151.5"
"7454","7","13","0","137.2"
"7455","7","14","0","54.7"
"7456","7","15","0","0"
"7457","7","16","0","0"
"7458","7","17","0","0"
"7459","7","18","0","0"
"7460","7","19","0","0"
"7461","7","20","0","0"
"7462","7","21","0","0"
"7463","7","22","0","0"
"7464","7","23","0","0"
"7465","8","0","0","0"
"7466","8","1","0","0"
"7467","8","2","0","0"
"7468","8","3","0","0"
"7469","8","4","0","0"
"7470","8","5","0","0"
"7471","8","6","0","0"
"7472","8","7","0","40.7"
"7473","8","8","3.4","94.3"
"7474","8","9","0.8","63.2"
"7475","8","10","1","75.7"
"7476","8","11","1.1","76.8"
"7477","8","12","0.9","66.5"
"7478","8","13","0","47.7"
"7479","8","14","0","23.3"
"7480","8","15","0","0"
"7481","8","16","0","0"
"7482","8","17","0","0"
"7483","8","18","0","0"
"7484","8","19","0","0"
"7485","8","20","0","0"
"7486","8","21","0","0"
"7487","8","22","0","0"
"7488","8","23","0","0"
"7489","9","0","0","0"
"7490","9","1","0","0"
"7491","9","2","0","0"
"7492","9","3","0","0"
"7493","9","4","0","0"
"7494","9","5","0","0"
"7495","9","6","0","0"
"7496","9","7","0","17.4"
"7497","9","8","0.4","41.4"
"7498","9","9","0.8","62"
"7499","9","10","1","74.6"
"7500","9","11","1.1","76.8"
"7501","9","12","0.9","65.4"
"7502","9","13","0","46.5"
"7503","9","14","0","22.1"
"7504","9","15","0","0"
"7505","9","16","0","0"
"7506","9","17","0","0"
"7507","9","18","0","0"
"7508","9","19","0","0"
"7509","9","20","0","0"
"7510","9","21","0","0"
"7511","9","22","0","0"
"7512","9","23","0","0"
"7513","10","0","0","0"
"7514","10","1","0","0"
"7515","10","2","0","0"
"7516","10","3","0","0"
"7517","10","4","0","0"
"7518","10","5","0","0"
"7519","10","6","0","0"
"7520","10","7","0","37.2"
"7521","10","8","3.3","90.9"
"7522","10","9","9.2","132.7"
"7523","10","10","15.5","155.5"
"7524","10","11","1.1","75.7"
"7525","10","12","0.9","64.2"
"7526","10","13","0","104.7"
"7527","10","14","0","50"
"7528","10","15","0","0"
"7529","10","16","0","0"
"7530","10","17","0","0"
"7531","10","18","0","0"
"7532","10","19","0","0"
"7533","10","20","0","0"
"7534","10","21","0","0"
"7535","10","22","0","0"
"7536","10","23","0","0"
"7537","11","0","0","0"
"7538","11","1","0","0"
"7539","11","2","0","0"
"7540","11","3","0","0"
"7541","11","4","0","0"
"7542","11","5","0","0"
"7543","11","6","0","0"
"7544","11","7","0","16.3"
"7545","11","8","0","40.7"
"7546","11","9","0.8","60.9"
"7547","11","10","1","73.4"
"7548","11","11","1.1","74.5"
"7549","11","12","0.9","64.2"
"7550","11","13","0","45.4"
"7551","11","14","0","20.9"
"7552","11","15","0","0"
"7553","11","16","0","0"
"7554","11","17","0","0"
"7555","11","18","0","0"
"7556","11","19","0","0"
"7557","11","20","0","0"
"7558","11","21","0","0"
"7559","11","22","0","0"
"7560","11","23","0","0"
"7561","12","0","0","0"
"7562","12","1","0","0"
"7563","12","2","0","0"
"7564","12","3","0","0"
"7565","12","4","0","0"
"7566","12","5","0","0"
"7567","12","6","0","0"
"7568","12","7","0","15.1"
"7569","12","8","0","39.5"
"7570","12","9","0.8","59.7"
"7571","12","10","1","73.4"
"7572","12","11","1.1","74.5"
"7573","12","12","0.9","63.1"
"7574","12","13","0","44.2"
"7575","12","14","0","20.9"
"7576","12","15","0","0"
"7577","12","16","0","0"
"7578","12","17","0","0"
"7579","12","18","0","0"
"7580","12","19","0","0"
"7581","12","20","0","0"
"7582","12","21","0","0"
"7583","12","22","0","0"
"7584","12","23","0","0"
"7585","13","0","0","0"
"7586","13","1","0","0"
"7587","13","2","0","0"
"7588","13","3","0","0"
"7589","13","4","0","0"
"7590","13","5","0","0"
"7591","13","6","0","0"
"7592","13","7","0","15.1"
"7593","13","8","0","89.6"
"7594","13","9","9.2","128"
"7595","13","10","46.7","162.6"
"7596","13","11","95","150.4"
"7597","13","12","100.3","124.1"
"7598","13","13","0","144.2"
"7599","13","14","0","65.1"
"7600","13","15","0","0"
"7601","13","16","0","0"
"7602","13","17","0","0"
"7603","13","18","0","0"
"7604","13","19","0","0"
"7605","13","20","0","0"
"7606","13","21","0","0"
"7607","13","22","0","0"
"7608","13","23","0","0"
"7609","14","0","0","0"
"7610","14","1","0","0"
"7611","14","2","0","0"
"7612","14","3","0","0"
"7613","14","4","0","0"
"7614","14","5","0","0"
"7615","14","6","0","0"
"7616","14","7","0","14"
"7617","14","8","0","88.4"
"7618","14","9","9.4","126.7"
"7619","14","10","15.9","149.2"
"7620","14","11","18.7","150"
"7621","14","12","14.4","128.6"
"7622","14","13","0","98.9"
"7623","14","14","0","44.2"
"7624","14","15","0","0"
"7625","14","16","0","0"
"7626","14","17","0","0"
"7627","14","18","0","0"
"7628","14","19","0","0"
"7629","14","20","0","0"
"7630","14","21","0","0"
"7631","14","22","0","0"
"7632","14","23","0","0"
"7633","15","0","0","0"
"7634","15","1","0","0"
"7635","15","2","0","0"
"7636","15","3","0","0"
"7637","15","4","0","0"
"7638","15","5","0","0"
"7639","15","6","0","0"
"7640","15","7","0","14"
"7641","15","8","0","87.2"
"7642","15","9","9.1","124.7"
"7643","15","10","16.2","147.8"
"7644","15","11","53.2","156.1"
"7645","15","12","42.3","135.6"
"7646","15","13","0","122.1"
"7647","15","14","0","43"
"7648","15","15","0","0"
"7649","15","16","0","0"
"7650","15","17","0","0"
"7651","15","18","0","0"
"7652","15","19","0","0"
"7653","15","20","0","0"
"7654","15","21","0","0"
"7655","15","22","0","0"
"7656","15","23","0","0"
"7657","16","0","0","0"
"7658","16","1","0","0"
"7659","16","2","0","0"
"7660","16","3","0","0"
"7661","16","4","0","0"
"7662","16","5","0","0"
"7663","16","6","0","0"
"7664","16","7","0","29.1"
"7665","16","8","0","37.2"
"7666","16","9","0.7","57.4"
"7667","16","10","1","71.1"
"7668","16","11","1.1","72.2"
"7669","16","12","0.9","60.8"
"7670","16","13","0","41.9"
"7671","16","14","0","18.6"
"7672","16","15","0","0"
"7673","16","16","0","0"
"7674","16","17","0","0"
"7675","16","18","0","0"
"7676","16","19","0","0"
"7677","16","20","0","0"
"7678","16","21","0","0"
"7679","16","22","0","0"
"7680","16","23","0","0"
"7681","17","0","0","0"
"7682","17","1","0","0"
"7683","17","2","0","0"
"7684","17","3","0","0"
"7685","17","4","0","0"
"7686","17","5","0","0"
"7687","17","6","0","0"
"7688","17","7","0","12.8"
"7689","17","8","0","37.2"
"7690","17","9","0.8","57.4"
"7691","17","10","1","69.9"
"7692","17","11","1","71.1"
"7693","17","12","0.9","60.8"
"7694","17","13","0","41.9"
"7695","17","14","0","17.4"
"7696","17","15","0","0"
"7697","17","16","0","0"
"7698","17","17","0","0"
"7699","17","18","0","0"
"7700","17","19","0","0"
"7701","17","20","0","0"
"7702","17","21","0","0"
"7703","17","22","0","0"
"7704","17","23","0","0"
"7705","18","0","0","0"
"7706","18","1","0","0"
